"Ghazanfar Brothers
Purchase Detail Report
Date From: 25-09-2001    To: 04-07-2026",,,,,,,
Date Time,Item,Unit Name,Unit Number,Quantity,Purchase Price,Amount,Account Name
30-Oct-25 ,Kettle China National,,480,480,780,"374,400",Sitara Trading Company
,,,,480.00,,"374,400.00",
Stock ID: 124-6019 ,,,,,,,
30-Oct-25 ,5031 DSP Hot Plate,,1,1,11500,"11,500",Alfalah Electronics Madina Bara Center
,,,,1.00,,"11,500.00",
Stock ID: 124-6055 ,,,,,,,
31-Oct-25 ,800 ND National Hand Blender With Chopper,,24,24,5220,"125,280",National Distributor
31-Oct-25 ,802 ND National Hand Blender,,6,6,5220,"31,320",National Distributor
,,,,30.00,,"156,600.00",
Stock ID: 124-6056 ,,,,,,,
31-Oct-25 ,131 HP Dawlance Microwave Oven,,30,30,31500,"945,000",Mohsin Bhatti Abid Market
,,,,30.00,,"945,000.00",
Stock ID: 124-6057 ,,,,,,,
31-Oct-25 ,825 ND National Hand Blender With Whisk,,30,30,4176,"125,280",National Distributor
,,,,30.00,,"125,280.00",
Stock ID: 124-6064 ,,,,,,,
31-Oct-25 ,2224 ND National 4in1 Juicer,,6,6,7047,"42,282",National Distributor
31-Oct-25 ,9090 ND National Blender Glass ,,12,12,2914.5,"34,974",National Distributor
31-Oct-25 ,222 ND National Juicer,,12,12,6351,"76,212",National Distributor
,,,,30.00,,"153,468.00",
Stock ID: 124-6065 ,,,,,,,
31-Oct-25 ,Kettle China National,,160,160,785,"125,600",Zia & Company
,,,,160.00,,"125,600.00",
Stock ID: 124-6066 ,,,,,,,
31-Oct-25 ,20MXP4 Haier 20L Micro Oven,,80,80,12100,"968,000",Rana Electric Gardh Mord
31-Oct-25 ,20MXP4 Haier 20L Micro Oven,,57,57,12100,"689,700",Rana Electric Gardh Mord
,,,,137.00,,"1,657,700.00",
Stock ID: 124-6067 ,,,,,,,
31-Oct-25 ,22 AWT Panasonic Malaysia Iron,,30,30,6650,"199,500",Noshad Rasheed Center
,,,,30.00,,"199,500.00",
Stock ID: 124-6068 ,,,,,,,
30-Oct-25 ,7015CC Blender Motor,,900,900,620,"558,000",Raees Ahmad Peer Makki
,,,,900.00,,"558,000.00",
Stock ID: 124-6069 ,,,,,,,
30-Oct-25 ,7 MD Dawlance Microwave  Oven,,35,35,13750,"481,250",Ittehad Sumandari Imran Sahiwal
30-Oct-25 ,530AF Dawlance Microwave Oven,,10,10,35500,"355,000",Ittehad Sumandari Imran Sahiwal
30-Oct-25 ,550 AF Dawlance Conventional Micro Oven,,10,10,40000,"400,000",Ittehad Sumandari Imran Sahiwal
30-Oct-25 ,220 Dawlance Microwave Oven,,50,50,12700,"635,000",Ittehad Sumandari Imran Sahiwal
30-Oct-25 ,10 MD Dawlance Microwave Oven,,77,77,13600,"1,047,200",Ittehad Sumandari Imran Sahiwal
,,,,182.00,,"2,918,450.00",
Stock ID: 124-6070 ,,,,,,,
29-Oct-25 ,Box 8001 M New 3in1 Juicer,,870,870,81,"70,470",Ahmad Sahab Printing
,,,,870.00,,"70,470.00",
Stock ID: 124-6072 ,,,,,,,
31-Oct-25 ,8825 Panasonic 3in1 Juicer MP,,15,15,6351,"95,265",National Distributor
,,,,15.00,,"95,265.00",
Stock ID: 124-6080 ,,,,,,,
31-Oct-25 ,128 Dawlance Microwave Oven,,3,3,27000,"81,000",Sadiq Traders Township
31-Oct-25 ,131 HP Dawlance Microwave Oven,,15,15,30200,"453,000",Sadiq Traders Township
,,,,18.00,,"534,000.00",
Stock ID: 124-609 ,,,,,,,
09-Sep-25 ,602 Russel Hobbs Hot Plate,,480,480,3400,"1,632,000",Zeeshan NP
09-Sep-25 ,18 Kettle China NP ,,140,140,1180,"165,200",Zeeshan NP
,,,,620.00,,"1,797,200.00",
Stock ID: 124-6099 ,,,,,,,
31-Oct-25 ,602 Oxford Blender,,120,120,1836.1,"220,332",Sitara Trading Company
31-Oct-25 ,602 Oxford Blender,,30,30,1836.1,"55,083",Sitara Trading Company
31-Oct-25 ,020 Kenwood Hand Blender,,36,36,4100,"147,600",Sitara Trading Company
,,,,186.00,,"423,015.00",
Stock ID: 124-6100 ,,,,,,,
31-Oct-25 ,Kettle China National,,320,320,780,"249,600",Sitara Trading Company
31-Oct-25 ,Kettle China National,,64,64,780,"49,920",Sitara Trading Company
,,,,384.00,,"299,520.00",
Stock ID: 124-611 ,,,,,,,
10-Sep-25 ,130 Sogo Insect Kill 30W,,6,6,8300,"49,800",Yaseen Sahab Sogo Walai
10-Sep-25 ,120 Sogo Insect Killer 20W,,6,6,6700,"40,200",Yaseen Sahab Sogo Walai
,,,,12.00,,"90,000.00",
Stock ID: 124-6113 ,,,,,,,
31-Oct-25 ,723 DG Microwave Oven,,8,8,14700,"117,600",Sitara Traders Micro Deal 
,,,,8.00,,"117,600.00",
Stock ID: 124-6126 ,,,,,,,
31-Oct-25 ,222 Kenwood Microwave Oven,,16,16,11300,"180,800",Sitara Traders Micro Deal 
31-Oct-25 ,111 Panasonic Microwave Oven,,9,9,11300,"101,700",Sitara Traders Micro Deal 
31-Oct-25 ,23 DG Microwave Oven,,11,11,14700,"161,700",Sitara Traders Micro Deal 
31-Oct-25 ,723 DG Microwave Oven,,12,12,14700,"176,400",Sitara Traders Micro Deal 
,,,,48.00,,"620,600.00",
Stock ID: 124-6127 ,,,,,,,
31-Oct-25 ,25 MB Grill Touch Micowave Oven,,10,10,21000,"210,000",Zeeshan NP
,,,,10.00,,"210,000.00",
Stock ID: 124-6128 ,,,,,,,
31-Oct-25 ,Wire Blender Amm,,2100,"2,100",33,"69,300",Imran Wire 
,,,,"2,100.00",,"69,300.00",
Stock ID: 124-613 ,,,,,,,
10-Sep-25 ,222 ND National Juicer,,30,30,6351,"190,530",National Distributor
,,,,30.00,,"190,530.00",
Stock ID: 124-614 ,,,,,,,
08-Sep-25 ,Box 130 ST Iron,,617,617,60,"37,020",Azhar Printing Press
08-Sep-25 ,Box VIP Iron,,1032,"1,032",60,"61,920",Azhar Printing Press
,,,,"1,649.00",,"98,940.00",
Stock ID: 124-615 ,,,,,,,
09-Sep-25 ,Box 820 St National Chopper,,1095,"1,095",95,"104,025",Azhar Printing Press
,,,,"1,095.00",,"104,025.00",
Stock ID: 124-6165 ,,,,,,,
01-Nov-25 ,003 stc Kenwood Kettle,,120,120,1425,"171,000",Sitara Trading Company
01-Nov-25 ,004 stc kenwood kettle,,180,180,1425,"256,500",Sitara Trading Company
,,,,300.00,,"427,500.00",
Stock ID: 124-6184 ,,,,,,,
01-Nov-25 ,553 ND National Chopper,,12,12,5133,"61,596",National Distributor
01-Nov-25 ,552 ND National Chopper,,12,12,5133,"61,596",National Distributor
,,,,24.00,,"123,192.00",
Stock ID: 124-6230 ,,,,,,,
01-Nov-25 ,218 ND National Kettle 2.5 L,,12,12,3132,"37,584",National Distributor
,,,,12.00,,"37,584.00",
Stock ID: 124-6237 ,,,,,,,
01-Nov-25 ,1040 GB Panasonic Iron Gray,,150,150,1160,"174,000",Haider Sahab Iron
01-Nov-25 ,1040 GB National Gray Iron,,150,150,1160,"174,000",Haider Sahab Iron
,,,,300.00,,"348,000.00",
Stock ID: 124-6238 ,,,,,,,
01-Nov-25 ,6786 Kenwood Air Fryer 12 Ltr,,10,10,14000,"140,000",Abid Bhai Seco 
01-Nov-25 ,6786 Kenwood Air Fryer 12 Ltr,,40,40,14000,"560,000",Abid Bhai Seco 
01-Nov-25 ,6786 Kenwood Air Fryer 12 Ltr,,46,46,14000,"644,000",Abid Bhai Seco 
,,,,96.00,,"1,344,000.00",
Stock ID: 124-6239 ,,,,,,,
01-Nov-25 ,7113 RAF Coffee Grinder,,72,72,950,"68,400",Baseer Bhai Mustafa Center
,,,,72.00,,"68,400.00",
Stock ID: 124-6251 ,,,,,,,
01-Nov-25 ,143 Anex Hand Blender,,3,3,9191,"27,573",Anex Company Farrukh Sahab
01-Nov-25 ,144 Anex Hand Blender,,6,6,6552,"39,312",Anex Company Farrukh Sahab
01-Nov-25 ,175 Anex 3in1 Juicer,,3,3,11648,"34,944",Anex Company Farrukh Sahab
,,,,12.00,,"101,829.00",
Stock ID: 124-6318 ,,,,,,,
03-Nov-25 ,825 ND National Hand Blender With Whisk,,12,12,4176,"50,112",National Distributor
,,,,12.00,,"50,112.00",
Stock ID: 124-6323 ,,,,,,,
03-Nov-25 ,8082 ND National Blender,,30,30,2558,"76,740",National Distributor
,,,,30.00,,"76,740.00",
Stock ID: 124-6326 ,,,,,,,
03-Nov-25 ,20 MH National Microwave Oven,,100,100,11300,"1,130,000",Multy Net Mehdi Bhai
,,,,100.00,,"1,130,000.00",
Stock ID: 124-6327 ,,,,,,,
03-Nov-25 ,20 MH National Microwave Oven,,50,50,11300,"565,000",Multy Net Mehdi Bhai
,,,,50.00,,"565,000.00",
Stock ID: 124-6328 ,,,,,,,
03-Nov-25 ,22 AWT Panasonic Malaysia Iron,,120,120,6650,"798,000",Noshad Rasheed Center
,,,,120.00,,"798,000.00",
Stock ID: 124-6362 ,,,,,,,
03-Nov-25 ,30 litter grill microwave,,3,3,20000,"60,000",Multy Net Mehdi Bhai
,,,,3.00,,"60,000.00",
Stock ID: 124-6363 ,,,,,,,
03-Nov-25 ,113 St National Special Iron,,18,18,1535,"27,630",Haider Sahab Iron
,,,,18.00,,"27,630.00",
Stock ID: 124-6364 ,,,,,,,
03-Nov-25 ,222 Kenwood Microwave Oven,,50,50,11300,"565,000",Sitara Traders Micro Deal 
,,,,50.00,,"565,000.00",
Stock ID: 124-6365 ,,,,,,,
03-Nov-25 ,Kettle China National,,352,352,780,"274,560",Sitara Trading Company
03-Nov-25 ,216 Kenwood Steam Iron,,120,120,1950,"234,000",Sitara Trading Company
,,,,472.00,,"508,560.00",
Stock ID: 124-6371 ,,,,,,,
03-Nov-25 ,222 ND National Juicer,,30,30,6351,"190,530",National Distributor
,,,,30.00,,"190,530.00",
Stock ID: 124-6372 ,,,,,,,
03-Nov-25 ,222 Kenwood Microwave Oven,,25,25,11300,"282,500",Sitara Traders Micro Deal 
,,,,25.00,,"282,500.00",
Stock ID: 124-6379 ,,,,,,,
03-Nov-25 ,602 Oxford Blender,,30,30,1836.1,"55,083",Sitara Trading Company
,,,,30.00,,"55,083.00",
Stock ID: 124-6385 ,,,,,,,
03-Nov-25 ,610 Oxford Juicer,,15,15,3844.2,"57,663",Sitara Trading Company
,,,,15.00,,"57,663.00",
Stock ID: 124-6413 ,,,,,,,
03-Nov-25 ,402 Food Factory ,,90,90,8100,"729,000",Usman Shanwari
,,,,90.00,,"729,000.00",
Stock ID: 124-6442 ,,,,,,,
31-Oct-25 ,555 St National Blender 7015,,300,300,0,,Saddam Bhai Jamal Center
,,,,300.00,,0.00,
Stock ID: 124-6443 ,,,,,,,
01-Nov-25 ,8825 GB Panasonic 3in1 Juicer,,154,154,0,,Saddam Bhai Jamal Center
,,,,154.00,,0.00,
Stock ID: 124-6444 ,,,,,,,
03-Nov-25 ,1018 Panasonic Blender 7020 Copper,,300,300,0,,Saddam Bhai Jamal Center
,,,,300.00,,0.00,
Stock ID: 124-6445 ,,,,,,,
03-Nov-25 ,125 Seco Air Purifier,,1,1,24700,"24,700",Abid Bhai Seco 
,,,,1.00,,"24,700.00",
Stock ID: 124-6446 ,,,,,,,
03-Nov-25 ,BUTTON DEURON ,,432,432,80,"34,560",Raees Ahmad Peer Makki
,,,,432.00,,"34,560.00",
Stock ID: 124-6447 ,,,,,,,
04-Nov-25 ,113 St National Special Iron,,132,132,1535,"202,620",Haider Sahab Iron
,,,,132.00,,"202,620.00",
Stock ID: 124-6448 ,,,,,,,
04-Nov-25 ,210 Raf Hot Plate,,120,120,3350,"402,000",Sitara Trading Company
,,,,120.00,,"402,000.00",
Stock ID: 124-6449 ,,,,,,,
04-Nov-25 ,617 Panasonic Kettle ,,180,180,1100,"198,000",Sitara Trading Company
,,,,180.00,,"198,000.00",
Stock ID: 124-645 ,,,,,,,
10-Sep-25 ,3600 National 4in1 Juicer,,150,150,3550,"532,500",Sitara Trading Company
,,,,150.00,,"532,500.00",
Stock ID: 124-6450 ,,,,,,,
04-Nov-25 ,222 Kenwood Microwave Oven,,25,25,11300,"282,500",Sitara Traders Micro Deal 
04-Nov-25 ,222 Kenwood Microwave Oven,,50,50,11300,"565,000",Sitara Traders Micro Deal 
,,,,75.00,,"847,500.00",
Stock ID: 124-6451 ,,,,,,,
04-Nov-25 ,810 DS Air Fryer,,20,20,12500,"250,000",Usman Shanwari
04-Nov-25 ,820 DS Air Fryer,,15,15,12500,"187,500",Usman Shanwari
,,,,35.00,,"437,500.00",
Stock ID: 124-6463 ,,,,,,,
04-Nov-25 ,81 ND National Heavy Weight Iron,,6,6,3219,"19,314",National Distributor
04-Nov-25 ,7181 ND National Blender,,6,6,2523,"15,138",National Distributor
,,,,12.00,,"34,452.00",
Stock ID: 124-6469 ,,,,,,,
04-Nov-25 ,358 Angeleno Garment Steamer,,20,20,12800,"256,000",Angeleno Madina Bara Center
,,,,20.00,,"256,000.00",
Stock ID: 124-6470 ,,,,,,,
04-Nov-25 ,Kettle China National,,240,240,780,"187,200",Multy Net Mehdi Bhai
04-Nov-25 ,Kettle China National,,240,240,780,"187,200",Multy Net Mehdi Bhai
,,,,480.00,,"374,400.00",
Stock ID: 124-6490 ,,,,,,,
04-Nov-25 ,552 ND National Chopper,,20,20,5133,"102,660",National Distributor
,,,,20.00,,"102,660.00",
Stock ID: 124-6497 ,,,,,,,
04-Nov-25 ,3070 Kw Chooper,,8,8,5500,"44,000",Sitara Trading Company
,,,,8.00,,"44,000.00",
Stock ID: 124-6519 ,,,,,,,
04-Nov-25 ,2516 Kenwood Air Fryer 16 Ltr,,40,40,18000,"720,000",Abid Bhai Seco 
04-Nov-25 ,1026 Panasonic Electrics Oven,,47,47,9500,"446,500",Abid Bhai Seco 
,,,,87.00,,"1,166,500.00",
Stock ID: 124-6520 ,,,,,,,
04-Nov-25 ,3055 HTC Iron,,150,150,1295,"194,250",Haider Sahab Iron
,,,,150.00,,"194,250.00",
Stock ID: 124-6521 ,,,,,,,
04-Nov-25 ,MQ 10.001M Steel  Braun Hand Blender,,2,2,9800,"19,600",Noshad Rasheed Center
,,,,2.00,,"19,600.00",
Stock ID: 124-6522 ,,,,,,,
04-Nov-25 ,4097 ND National Garment Steamer,,2,2,13920,"27,840",National Distributor
,,,,2.00,,"27,840.00",
Stock ID: 124-6523 ,,,,,,,
04-Nov-25 ,20L Orient Puf Microwave Oven,,30,30,12000,"360,000",Electro Gallary Abid Market
04-Nov-25 ,20L Orient Puf Microwave Oven,,40,40,12000,"480,000",Electro Gallary Abid Market
,,,,70.00,,"840,000.00",
Stock ID: 124-6530 ,,,,,,,
04-Nov-25 ,2029 Anex Roti Maker 12 Inch,,4,4,12194,"48,776",Anex Company Farrukh Sahab
,,,,4.00,,"48,776.00",
Stock ID: 124-6532 ,,,,,,,
04-Nov-25 ,2224 ND National 4in1 Juicer,,6,6,7047,"42,282",National Distributor
,,,,6.00,,"42,282.00",
Stock ID: 124-6534 ,,,,,,,
04-Nov-25 ,606 Oxford Coffee Grinder,,12,12,1621.1,"19,453.2",Sitara Trading Company
04-Nov-25 ,1760 PN Panasonic 4in1 Juicer,,3,3,4050,"12,150",Sitara Trading Company
,,,,15.00,,"31,603.20",
Stock ID: 124-6568 ,,,,,,,
04-Nov-25 ,Kettle China National,,80,80,780,"62,400",Sitara Trading Company
,,,,80.00,,"62,400.00",
Stock ID: 124-6569 ,,,,,,,
04-Nov-25 ,4 MD Black Dawlance Microwave Oven,,20,20,13900,"278,000",Pasha Electronic Patiala Ground
,,,,20.00,,"278,000.00",
Stock ID: 124-657 ,,,,,,,
10-Sep-25 ,326 ND National Vacuum Cleaner,,5,5,12180,"60,900",National Distributor
,,,,5.00,,"60,900.00",
Stock ID: 124-6570 ,,,,,,,
04-Nov-25 ,5in1 Chopper,,2,2,2900,"5,800",Saddam Khan Rehmat Center
,,,,2.00,,"5,800.00",
Stock ID: 124-6571 ,,,,,,,
04-Nov-25 ,612 Seco Hot Plate,,5,5,5000,"25,000",Abid Bhai Seco 
,,,,5.00,,"25,000.00",
Stock ID: 124-6613 ,,,,,,,
05-Nov-25 ,755 ND National Air Fryer,,2,2,13485,"26,970",National Distributor
,,,,2.00,,"26,970.00",
Stock ID: 124-663 ,,,,,,,
10-Sep-25 ,18 Kettle China NP ,,420,420,1180,"495,600",Zeeshan NP
,,,,420.00,,"495,600.00",
Stock ID: 124-6631 ,,,,,,,
05-Nov-25 ,007 Panasonic Kettle,,12,12,1650,"19,800",Sitara Trading Company
05-Nov-25 ,900 NS Blender,,6,6,1800,"10,800",Sitara Trading Company
05-Nov-25 ,KW-009 Kenwood Sandwich Maker,,8,8,2700,"21,600",Sitara Trading Company
05-Nov-25 ,610 Oxford Juicer,,3,3,3844.2,"11,532.6",Sitara Trading Company
05-Nov-25 ,500 MJ BLENDER,,6,6,1800,"10,800",Sitara Trading Company
,,,,35.00,,"74,532.60",
Stock ID: 124-6638 ,,,,,,,
05-Nov-25 ,23 DG Microwave Oven,,2,2,14700,"29,400",Sitara Traders Micro Deal 
05-Nov-25 ,222 Kenwood Microwave Oven,,2,2,11300,"22,600",Sitara Traders Micro Deal 
05-Nov-25 ,111 Panasonic Microwave Oven,,1,1,11300,"11,300",Sitara Traders Micro Deal 
05-Nov-25 ,111 Panasonic Microwave Oven,,5,5,11300,"56,500",Sitara Traders Micro Deal 
05-Nov-25 ,723 DG Microwave Oven,,1,1,14700,"14,700",Sitara Traders Micro Deal 
05-Nov-25 ,23 DG Microwave Oven,,1,1,14700,"14,700",Sitara Traders Micro Deal 
05-Nov-25 ,222 Kenwood Microwave Oven,,17,17,11300,"192,100",Sitara Traders Micro Deal 
,,,,29.00,,"341,300.00",
Stock ID: 124-6639 ,,,,,,,
05-Nov-25 ,Kettle China National,,480,480,780,"374,400",Sitara Trading Company
,,,,480.00,,"374,400.00",
Stock ID: 124-664 ,,,,,,,
10-Sep-25 ,374 Dawlance Microwave Oven,,10,10,21500,"215,000",Pasha Electronic Patiala Ground
10-Sep-25 ,297 Dawlance Microwave Oven,,25,25,18500,"462,500",Pasha Electronic Patiala Ground
10-Sep-25 ,4 MD Black Dawlance Microwave Oven,,10,10,14300,"143,000",Pasha Electronic Patiala Ground
,,,,45.00,,"820,500.00",
Stock ID: 124-6640 ,,,,,,,
05-Nov-25 ,416 Philips Steam Iron,,96,96,1950,"187,200",Sitara Trading Company
05-Nov-25 ,610 Oxford Juicer,,150,150,3844.2,"576,630",Sitara Trading Company
,,,,246.00,,"763,830.00",
Stock ID: 124-6641 ,,,,,,,
05-Nov-25 ,23 DG Microwave Oven,,25,25,14700,"367,500",Sitara Traders Micro Deal 
,,,,25.00,,"367,500.00",
Stock ID: 124-6643 ,,,,,,,
05-Nov-25 ,820 DS Air Fryer,,60,60,12500,"750,000",Usman Shanwari
,,,,60.00,,"750,000.00",
Stock ID: 124-6644 ,,,,,,,
05-Nov-25 ,30 litter grill microwave,,3,3,20000,"60,000",Multy Net Mehdi Bhai
,,,,3.00,,"60,000.00",
Stock ID: 124-665 ,,,,,,,
10-Sep-25 ,MQ 500 Braun Hand Blender,,1,1,12000,"12,000",Qazzafi Electronics 
,,,,1.00,,"12,000.00",
Stock ID: 124-6661 ,,,,,,,
05-Nov-25 ,4 MD Black Dawlance Microwave Oven,,50,50,13800,"690,000",QB Electronics
,,,,50.00,,"690,000.00",
Stock ID: 124-6662 ,,,,,,,
05-Nov-25 ,22 AWT Panasonic Malaysia Iron,,120,120,6750,"810,000",Saif Ullah Shah Jamal Center
,,,,120.00,,"810,000.00",
Stock ID: 124-6675 ,,,,,,,
05-Nov-25 ,762 ND National Food Processor,,10,10,9222,"92,220",National Distributor
,,,,10.00,,"92,220.00",
Stock ID: 124-6696 ,,,,,,,
05-Nov-25 ,333 microwave glass door,,5,5,11400,"57,000",Sitara Traders Micro Deal 
,,,,5.00,,"57,000.00",
Stock ID: 124-6740 ,,,,,,,
05-Nov-25 ,4 MD Black Dawlance Microwave Oven,,45,45,13800,"621,000",QB Electronics
,,,,45.00,,"621,000.00",
Stock ID: 124-6741 ,,,,,,,
05-Nov-25 ,90D NSB Heater,,6,6,4600,"27,600",Khuram Electronics Pindi
,,,,6.00,,"27,600.00",
Stock ID: 124-6769 ,,,,,,,
06-Nov-25 ,Kettle China National,,480,480,780,"374,400",Multy Net Mehdi Bhai
,,,,480.00,,"374,400.00",
Stock ID: 124-6770 ,,,,,,,
06-Nov-25 ,1040 GB National Golden Iron,,150,150,1180,"177,000",Haider Sahab Iron
,,,,150.00,,"177,000.00",
Stock ID: 124-6771 ,,,,,,,
05-Nov-25 ,iron u,,5000,"5,000",30,"150,000",Raees Ahmad Peer Makki
05-Nov-25 ,Iron Thermostate,,500,500,110,"55,000",Raees Ahmad Peer Makki
05-Nov-25 ,China Handle Iron,,432,432,700,"302,400",Raees Ahmad Peer Makki
,,,,"5,932.00",,"507,400.00",
Stock ID: 124-6772 ,,,,,,,
04-Nov-25 ,Box 555 ST Blender,,1199,"1,199",62,"74,338",Ahmad Sahab Printing
,,,,"1,199.00",,"74,338.00",
Stock ID: 124-6782 ,,,,,,,
06-Nov-25 ,333 microwave glass door,,10,10,11400,"114,000",Sitara Traders Micro Deal 
,,,,10.00,,"114,000.00",
Stock ID: 124-6783 ,,,,,,,
06-Nov-25 ,333 microwave glass door,,5,5,11400,"57,000",Sitara Traders Micro Deal 
,,,,5.00,,"57,000.00",
Stock ID: 124-6784 ,,,,,,,
06-Nov-25 ,160 National 3in1 Juicer,,15,15,3100,"46,500",Sitara Trading Company
06-Nov-25 ,345 Kenwood 3in1 Juicer,,12,12,3100,"37,200",Sitara Trading Company
,,,,27.00,,"83,700.00",
Stock ID: 124-6785 ,,,,,,,
06-Nov-25 ,Wire Computerise Juicer & Blender,,1200,"1,200",55,"66,000",Imran Wire 
,,,,"1,200.00",,"66,000.00",
Stock ID: 124-6786 ,,,,,,,
06-Nov-25 ,Kettle China National,,320,320,780,"249,600",Sitara Trading Company
,,,,320.00,,"249,600.00",
Stock ID: 124-6787 ,,,,,,,
06-Nov-25 ,23 DG Microwave Oven,,25,25,14700,"367,500",Sitara Traders Micro Deal 
,,,,25.00,,"367,500.00",
Stock ID: 124-6788 ,,,,,,,
06-Nov-25 ,5100 air fryer,,20,20,15000,"300,000",Sitara Trading Company
,,,,20.00,,"300,000.00",
Stock ID: 124-6789 ,,,,,,,
06-Nov-25 ,2055 National Iron N Gray ,,150,150,1230,"184,500",Haider Sahab Iron
,,,,150.00,,"184,500.00",
Stock ID: 124-6790 ,,,,,,,
06-Nov-25 ,40 MH Hot Plate,,40,40,3300,"132,000",Multy Net Mehdi Bhai
,,,,40.00,,"132,000.00",
Stock ID: 124-6791 ,,,,,,,
06-Nov-25 ,358 Angeleno Garment Steamer,,10,10,12800,"128,000",Angeleno Madina Bara Center
,,,,10.00,,"128,000.00",
Stock ID: 124-6811 ,,,,,,,
05-Nov-25 ,381 Seco Box Heater,,32,32,850,"27,200",Abid Bhai Seco 
,,,,32.00,,"27,200.00",
Stock ID: 124-6812 ,,,,,,,
05-Nov-25 ,820 DS Air Fryer,,30,30,12500,"375,000",Usman Shanwari
05-Nov-25 ,810 DS Air Fryer,,30,30,12500,"375,000",Usman Shanwari
,,,,60.00,,"750,000.00",
Stock ID: 124-6814 ,,,,,,,
06-Nov-25 ,131 HP Dawlance Microwave Oven,,10,10,31300,"313,000",Farukh Bhai Dawlance 
06-Nov-25 ,4 MD Black Dawlance Microwave Oven,,45,45,13700,"616,500",Farukh Bhai Dawlance 
,,,,55.00,,"929,500.00",
Stock ID: 124-6815 ,,,,,,,
06-Nov-25 ,40 MH Hot Plate,,200,200,3300,"660,000",Multy Net Mehdi Bhai
06-Nov-25 ,40 MH Hot Plate,,80,80,3300,"264,000",Multy Net Mehdi Bhai
,,,,280.00,,"924,000.00",
Stock ID: 124-6818 ,,,,,,,
06-Nov-25 ,3152 Anex Food Processor,,2,2,19019,"38,038",Anex Company Farrukh Sahab
,,,,2.00,,"38,038.00",
Stock ID: 124-6829 ,,,,,,,
06-Nov-25 ,210 Raf Hot Plate,,4,4,3350,"13,400",Sitara Trading Company
06-Nov-25 ,210 Raf Hot Plate,,80,80,3350,"268,000",Sitara Trading Company
,,,,84.00,,"281,400.00",
Stock ID: 124-6867 ,,,,,,,
07-Nov-25 ,866 Kenwood Chopper Unbreakable,,40,40,4200,"168,000",National Distributor
,,,,40.00,,"168,000.00",
Stock ID: 124-6868 ,,,,,,,
07-Nov-25 ,763 ND National Food Processor,,4,4,9222,"36,888",National Distributor
07-Nov-25 ,109 ND National Sandwich Maker Steel,,6,6,3132,"18,792",National Distributor
07-Nov-25 ,552 ND National Chopper,,8,8,5133,"41,064",National Distributor
,,,,18.00,,"96,744.00",
Stock ID: 124-6869 ,,,,,,,
07-Nov-25 ,108 Kenwood Sandwich Maker,,8,8,2700,"21,600",Sitara Trading Company
07-Nov-25 ,4000 Kenwood 4in1 Juicer,,3,3,4250,"12,750",Sitara Trading Company
07-Nov-25 ,3070 Kw Chooper,,4,4,5500,"22,000",Sitara Trading Company
07-Nov-25 ,400 Kenwood 3in1 Juicer,,3,3,3800,"11,400",Sitara Trading Company
,,,,18.00,,"67,750.00",
Stock ID: 124-6895 ,,,,,,,
06-Nov-25 ,295 Dawlance Microwave Oven,,99,99,15300,"1,514,700",Amir Gujrat
,,,,99.00,,"1,514,700.00",
Stock ID: 124-6896 ,,,,,,,
06-Nov-25 ,5555 IB Double Hot Plate,,15,15,8500,"127,500",Ibrahim Khan 
06-Nov-25 ,5555 IB Double Hot Plate,,57,57,8500,"484,500",Ibrahim Khan 
,,,,72.00,,"612,000.00",
Stock ID: 124-6897 ,,,,,,,
07-Nov-25 ,5100 air fryer,,10,10,15000,"150,000",Sitara Trading Company
07-Nov-25 ,500012 L Philips Air Fryer,,30,30,15000,"450,000",Sitara Trading Company
,,,,40.00,,"600,000.00",
Stock ID: 124-6898 ,,,,,,,
07-Nov-25 ,Kettle China National,,480,480,780,"374,400",Sitara Trading Company
,,,,480.00,,"374,400.00",
Stock ID: 124-6899 ,,,,,,,
07-Nov-25 ,425 MO Microwave Oven,,25,25,15950,"398,750",Sitara Traders Micro Deal 
,,,,25.00,,"398,750.00",
Stock ID: 124-6900 ,,,,,,,
07-Nov-25 ,222 Kenwood Microwave Oven,,2,2,11300,"22,600",Sitara Traders Micro Deal 
,,,,2.00,,"22,600.00",
Stock ID: 124-6901 ,,,,,,,
07-Nov-25 ,BB2 Electric Oven,,15,15,14500,"217,500",Angeleno Madina Bara Center
07-Nov-25 ,BB1 Electric Oven,,25,25,11500,"287,500",Angeleno Madina Bara Center
07-Nov-25 ,358 Angeleno Garment Steamer,,10,10,12800,"128,000",Angeleno Madina Bara Center
,,,,50.00,,"633,000.00",
Stock ID: 124-6902 ,,,,,,,
07-Nov-25 ,11 IB Microwave Oven Black,,4,4,11650,"46,600",Ibrahim Khan 
07-Nov-25 ,11 IB Microwave Oven Black,,54,54,11650,"629,100",Ibrahim Khan 
,,,,58.00,,"675,700.00",
Stock ID: 124-6903 ,,,,,,,
07-Nov-25 ,0816 Panasonic Iron Special Gray,,150,150,1560,"234,000",Haider Sahab Iron
,,,,150.00,,"234,000.00",
Stock ID: 124-6906 ,,,,,,,
07-Nov-25 ,0815 Panasonic Iron China Special AK,,150,150,2400,"360,000",Haider Sahab Iron
,,,,150.00,,"360,000.00",
Stock ID: 124-6907 ,,,,,,,
07-Nov-25 ,1019 Anex Handy Garment Steamer 1900 Watt,,8,8,7553,"60,424",Anex Company Farrukh Sahab
,,,,8.00,,"60,424.00",
Stock ID: 124-6908 ,,,,,,,
